index,tier,success,metric_success_rate,metric_score,metric_reward,status,raw_trace,source
42,cf0,1,1.0,1.0,1.0,completed,42-0-268-1777807811/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
43,cf0,0,0.0,0.0,0.0,completed,43-0-296-1777808334/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
44,cf0,0,0.0,0.0,0.0,completed,44-0-199-1777806637/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
45,cf0,1,1.0,1.0,1.0,completed,45-0-246-1777807488/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
46,cf1,1,1.0,1.0,1.0,completed,46-0-251-1777807549/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
47,cf1,1,1.0,1.0,1.0,completed,47-0-170-1777806280/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
48,cf1,1,1.0,1.0,1.0,completed,48-0-167-1777806262/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
49,cf1,0,0.0,0.0,0.0,completed,49-0-294-1777808366/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
50,cf1,1,1.0,1.0,1.0,completed,50-0-200-1777806664/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
51,cf1,1,1.0,1.0,1.0,completed,51-0-206-1777806738/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
52,cf1,1,1.0,1.0,1.0,completed,52-0-163-1777806216/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
53,cf1,1,1.0,1.0,1.0,completed,53-0-282-1777808076/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
54,cf1,1,1.0,1.0,1.0,completed,54-0-291-1777808311/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
55,cf1,1,1.0,1.0,1.0,completed,55-0-283-1777808076/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
56,cf2,1,1.0,1.0,1.0,completed,56-0-214-1777806945/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
57,cf2,1,1.0,1.0,1.0,completed,57-0-210-1777806872/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
58,cf2,1,1.0,1.0,1.0,completed,58-0-187-1777806586/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
59,cf2,1,1.0,1.0,1.0,completed,59-0-184-1777806525/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
60,cf2,1,1.0,1.0,1.0,completed,60-0-243-1777807501/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
61,cf2,1,1.0,1.0,1.0,completed,61-0-226-1777807151/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
62,cf2,1,1.0,1.0,1.0,completed,62-0-272-1777807877/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
63,cf2,1,1.0,1.0,1.0,completed,63-0-221-1777807157/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
64,cf2,1,1.0,1.0,1.0,completed,64-0-290-1777808252/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
65,cf2,0,0.0,0.0,0.0,completed,65-0-211-1777806947/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
66,cf3,1,1.0,1.0,1.0,completed,66-0-262-1777807756/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
67,cf3,1,1.0,1.0,1.0,completed,67-0-186-1777806540/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
68,cf3,1,1.0,1.0,1.0,completed,68-0-280-1777808051/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
69,cf3,1,1.0,1.0,1.0,completed,69-0-237-1777807319/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
70,cf3,1,1.0,1.0,1.0,completed,70-0-274-1777807920/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
71,cf3,1,1.0,1.0,1.0,completed,71-0-235-1777807277/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
72,cf3,1,1.0,1.0,1.0,completed,72-0-261-1777807740/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
73,cf3,1,1.0,1.0,1.0,completed,73-0-223-1777807080/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
74,cf3,1,1.0,1.0,1.0,completed,74-0-168-1777806323/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
75,cf3,1,1.0,1.0,1.0,completed,75-0-263-1777807786/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
76,cf4,1,1.0,1.0,1.0,completed,76-0-216-1777807037/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
77,cf4,1,1.0,1.0,1.0,completed,77-0-225-1777807145/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
78,cf4,1,1.0,1.0,1.0,completed,78-0-289-1777808264/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
79,cf4,1,1.0,1.0,1.0,completed,79-0-232-1777807266/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
80,cf4,1,1.0,1.0,1.0,completed,80-0-242-1777807444/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
81,cf4,0,0.0,0.0,0.0,completed,81-0-279-1777808019/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
82,cf4,1,1.0,1.0,1.0,completed,82-0-298-1777808519/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
83,cf4,1,1.0,1.0,1.0,completed,83-0-215-1777807013/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
84,cf4,1,1.0,1.0,1.0,completed,84-0-207-1777806855/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
85,cf4,0,0.0,0.0,0.0,completed,85-0-160-1777806257/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
86,cf5,1,1.0,1.0,1.0,completed,86-0-189-1777806595/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
87,cf5,1,1.0,1.0,1.0,completed,87-0-222-1777807091/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
88,cf5,1,1.0,1.0,1.0,completed,88-0-278-1777808088/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
89,cf5,1,1.0,1.0,1.0,completed,89-0-191-1777806621/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
90,cf5,1,1.0,1.0,1.0,completed,90-0-300-1777808594/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
91,cf5,0,0.0,0.0,0.0,completed,91-0-260-1777807687/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
92,cf5,1,1.0,1.0,1.0,completed,92-0-248-1777807518/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
93,cf5,1,1.0,1.0,1.0,completed,93-0-259-1777807743/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
94,cf5,1,1.0,1.0,1.0,completed,94-0-182-1777806479/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
95,cf5,1,1.0,1.0,1.0,completed,95-0-180-1777806426/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
96,cf6,1,1.0,1.0,1.0,completed,96-0-233-1777807225/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
97,cf6,1,1.0,1.0,1.0,completed,97-0-287-1777808244/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
98,cf6,1,1.0,1.0,1.0,completed,98-0-212-1777806905/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
99,cf6,1,1.0,1.0,1.0,completed,99-0-250-1777807526/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
100,cf6,1,1.0,1.0,1.0,completed,100-0-247-1777807632/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
101,cf6,1,1.0,1.0,1.0,completed,101-0-176-1777806461/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
102,cf6,1,1.0,1.0,1.0,completed,102-0-218-1777806991/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
103,cf6,1,1.0,1.0,1.0,completed,103-0-236-1777807354/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
104,cf6,1,1.0,1.0,1.0,completed,104-0-254-1777807661/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
105,cf6,1,1.0,1.0,1.0,completed,105-0-201-1777806707/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
106,cf7,1,1.0,1.0,1.0,completed,106-0-203-1777806732/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
107,cf7,1,1.0,1.0,1.0,completed,107-0-256-1777807650/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
108,cf7,1,1.0,1.0,1.0,completed,108-0-255-1777807618/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
109,cf7,1,1.0,1.0,1.0,completed,109-0-165-1777806238/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
110,cf7,1,1.0,1.0,1.0,completed,110-0-267-1777807834/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
111,cf7,1,1.0,1.0,1.0,completed,111-0-162-1777806209/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
112,cf7,1,1.0,1.0,1.0,completed,112-0-192-1777806576/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
113,cf7,1,1.0,1.0,1.0,completed,113-0-288-1777808204/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
114,cf7,1,1.0,1.0,1.0,completed,114-0-276-1777808096/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
115,cf7,1,1.0,1.0,1.0,completed,115-0-208-1777806797/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
116,cf8,1,1.0,1.0,1.0,completed,116-0-193-1777806626/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
117,cf8,1,1.0,1.0,1.0,completed,117-0-297-1777808469/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
118,cf8,1,1.0,1.0,1.0,completed,118-0-185-1777806537/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
119,cf8,1,1.0,1.0,1.0,completed,119-0-181-1777806478/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
120,cf8,1,1.0,1.0,1.0,completed,120-0-257-1777807754/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
121,cf8,1,1.0,1.0,1.0,completed,121-0-172-1777806367/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
122,cf8,0,0.0,0.0,0.0,completed,122-0-270-1777807949/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
123,cf8,1,1.0,1.0,1.0,completed,123-0-213-1777806942/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
124,cf8,1,1.0,1.0,1.0,completed,124-0-179-1777806426/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
125,cf8,1,1.0,1.0,1.0,completed,125-0-281-1777808049/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
126,cf9,1,1.0,1.0,1.0,completed,126-0-173-1777806293/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
127,cf9,1,1.0,1.0,1.0,completed,127-0-249-1777807549/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
128,cf9,1,1.0,1.0,1.0,completed,128-0-177-1777806407/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
129,cf9,1,1.0,1.0,1.0,completed,129-0-227-1777807146/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
130,cf9,1,1.0,1.0,1.0,completed,130-0-159-1777806254/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
131,cf9,0,0.0,0.0,0.0,completed,131-0-264-1777807813/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
132,cf9,1,1.0,1.0,1.0,completed,132-0-195-1777806704/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
133,cf9,0,0.0,0.0,0.0,completed,133-0-240-1777807459/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
134,cf9,1,1.0,1.0,1.0,completed,134-0-293-1777808433/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
135,cf9,1,1.0,1.0,1.0,completed,135-0-219-1777807083/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
136,cf10,1,1.0,1.0,1.0,completed,136-0-229-1777807354/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
137,cf10,1,1.0,1.0,1.0,completed,137-0-234-1777807464/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
138,cf10,1,1.0,1.0,1.0,completed,138-0-286-1777808242/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
139,cf10,1,1.0,1.0,1.0,completed,139-0-174-1777806302/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
140,cf10,1,1.0,1.0,1.0,completed,140-0-238-1777807430/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
141,cf10,0,0.0,0.0,0.0,completed,141-0-303-1777808602/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
142,cf10,0,0.0,0.0,0.0,completed,142-0-205-1777806891/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
143,cf10,1,1.0,1.0,1.0,completed,143-0-271-1777807874/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
144,cf10,1,1.0,1.0,1.0,completed,144-0-258-1777807747/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
145,cf10,1,1.0,1.0,1.0,completed,145-0-217-1777807032/trace.json,results/debug_horizon_monitor/gpt-5-mini-os-horizon-all-monitor-replan-202605030602/results.jsonl
