index,tier,success,metric_success_rate,metric_score,metric_reward,status,raw_trace,source
63,cf2,0,0.0,0.0,0.0,completed,63-0-107-1777805014/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
64,cf2,1,1.0,1.0,1.0,completed,64-0-141-1777805645/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
65,cf2,0,0.0,0.0,0.0,completed,65-0-47-1777804336/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
66,cf3,0,0.0,0.0,0.0,completed,66-0-56-1777804400/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
67,cf3,0,0.0,0.0,0.0,completed,67-0-26-1777804007/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
68,cf3,1,1.0,1.0,1.0,completed,68-0-14-1777803886/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
69,cf3,0,0.0,0.0,0.0,completed,69-0-62-1777804447/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
70,cf3,1,1.0,1.0,1.0,completed,70-0-132-1777805554/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
71,cf3,0,0.0,0.0,0.0,completed,71-0-71-1777804537/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
72,cf3,0,0.0,0.0,0.0,completed,72-0-120-1777805229/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
73,cf3,0,0.0,0.0,0.0,completed,73-0-155-1777805951/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
74,cf3,1,1.0,1.0,1.0,completed,74-0-28-1777804020/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
75,cf3,0,0.0,0.0,0.0,completed,75-0-35-1777804084/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
76,cf4,0,0.0,0.0,0.0,completed,76-0-127-1777805460/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
77,cf4,0,0.0,0.0,0.0,completed,77-0-89-1777804821/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
78,cf4,1,1.0,1.0,1.0,completed,78-0-16-1777803857/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
79,cf4,0,0.0,0.0,0.0,completed,79-0-158-1777806002/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
80,cf4,1,1.0,1.0,1.0,completed,80-0-92-1777804827/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
81,cf4,1,1.0,1.0,1.0,completed,81-0-144-1777805771/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
82,cf4,0,0.0,0.0,0.0,completed,82-0-147-1777805791/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
83,cf4,0,0.0,0.0,0.0,completed,83-0-124-1777805368/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
84,cf4,0,0.0,0.0,0.0,completed,84-0-39-1777804168/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
85,cf4,0,0.0,0.0,0.0,completed,85-0-106-1777805015/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
86,cf5,0,0.0,0.0,0.0,completed,86-0-66-1777804504/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
87,cf5,0,0.0,0.0,0.0,completed,87-0-83-1777804721/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
88,cf5,1,1.0,1.0,1.0,completed,88-0-75-1777804597/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
89,cf5,0,0.0,0.0,0.0,completed,89-0-109-1777805043/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
90,cf5,1,1.0,1.0,1.0,completed,90-0-150-1777805864/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
91,cf5,1,1.0,1.0,1.0,completed,91-0-117-1777805192/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
92,cf5,0,0.0,0.0,0.0,completed,92-0-78-1777804631/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
93,cf5,0,0.0,0.0,0.0,completed,93-0-21-1777803936/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
94,cf5,1,1.0,1.0,1.0,completed,94-0-139-1777805690/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
95,cf5,0,0.0,0.0,0.0,completed,95-0-38-1777804208/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
96,cf6,0,0.0,0.0,0.0,completed,96-0-20-1777803949/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
97,cf6,0,0.0,0.0,0.0,completed,97-0-138-1777805690/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
98,cf6,1,1.0,1.0,1.0,completed,98-0-54-1777804400/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
99,cf6,1,1.0,1.0,1.0,completed,99-0-58-1777804401/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
100,cf6,1,1.0,1.0,1.0,completed,100-0-81-1777804666/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
101,cf6,1,1.0,1.0,1.0,completed,101-0-52-1777804349/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
102,cf6,0,0.0,0.0,0.0,completed,102-0-18-1777803895/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
103,cf6,0,0.0,0.0,0.0,completed,103-0-136-1777805592/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
104,cf6,1,1.0,1.0,1.0,completed,104-0-128-1777805472/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
105,cf6,0,0.0,0.0,0.0,completed,105-0-67-1777804501/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
106,cf7,0,0.0,0.0,0.0,completed,106-0-148-1777805864/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
107,cf7,0,0.0,0.0,0.0,completed,107-0-118-1777805192/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
108,cf7,1,1.0,1.0,1.0,completed,108-0-64-1777804481/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
109,cf7,0,0.0,0.0,0.0,completed,109-0-33-1777804073/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
110,cf7,1,1.0,1.0,1.0,completed,110-0-146-1777805788/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
111,cf7,1,1.0,1.0,1.0,completed,111-0-130-1777805502/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
112,cf7,0,0.0,0.0,0.0,completed,112-0-90-1777804775/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
113,cf7,0,0.0,0.0,0.0,completed,113-0-29-1777804030/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
115,cf7,0,0.0,0.0,0.0,completed,115-0-34-1777804090/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
116,cf8,0,0.0,0.0,0.0,completed,116-0-125-1777805472/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
117,cf8,0,0.0,0.0,0.0,completed,117-0-123-1777805301/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
118,cf8,1,1.0,1.0,1.0,completed,118-0-23-1777803949/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
119,cf8,0,0.0,0.0,0.0,completed,119-0-70-1777804542/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
120,cf8,1,1.0,1.0,1.0,completed,120-0-99-1777804919/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
121,cf8,1,1.0,1.0,1.0,completed,121-0-140-1777805677/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
122,cf8,0,0.0,0.0,0.0,completed,122-0-77-1777804600/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
123,cf8,0,0.0,0.0,0.0,completed,123-0-80-1777804648/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
124,cf8,1,1.0,1.0,1.0,completed,124-0-46-1777804284/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
125,cf8,0,0.0,0.0,0.0,completed,125-0-79-1777804673/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
126,cf9,0,0.0,0.0,0.0,completed,126-0-154-1777805958/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
127,cf9,0,0.0,0.0,0.0,completed,127-0-135-1777805597/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
128,cf9,1,1.0,1.0,1.0,completed,128-0-22-1777803973/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
129,cf9,0,0.0,0.0,0.0,completed,129-0-45-1777804230/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
130,cf9,1,1.0,1.0,1.0,completed,130-0-153-1777805943/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
131,cf9,1,1.0,1.0,1.0,completed,131-0-126-1777805382/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
132,cf9,0,0.0,0.0,0.0,completed,132-0-44-1777804250/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
133,cf9,0,0.0,0.0,0.0,completed,133-0-110-1777805166/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
134,cf9,1,1.0,1.0,1.0,completed,134-0-82-1777804711/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
135,cf9,0,0.0,0.0,0.0,completed,135-0-59-1777804488/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
136,cf10,0,0.0,0.0,0.0,completed,136-0-116-1777805166/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
137,cf10,0,0.0,0.0,0.0,completed,137-0-50-1777804381/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
138,cf10,1,1.0,1.0,1.0,completed,138-0-145-1777805807/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
139,cf10,1,1.0,1.0,1.0,completed,139-0-41-1777804169/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
140,cf10,0,0.0,0.0,0.0,completed,140-0-32-1777804069/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
141,cf10,1,1.0,1.0,1.0,completed,141-0-43-1777804265/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
142,cf10,0,0.0,0.0,0.0,completed,142-0-13-1777803886/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
143,cf10,0,0.0,0.0,0.0,completed,143-0-85-1777804732/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
144,cf10,1,1.0,1.0,1.0,completed,144-0-40-1777804149/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
145,cf10,0,0.0,0.0,0.0,completed,145-0-121-1777805331/trace.json,results/horizon_baseline/gpt-5-mini-os-horizon-all-202605030523/results.jsonl
